angle,dist,x,y,sample
-119.885,7,-3.4878253874475265,-6.069190561077853,0
-108.61827459618209,1206,-385.02947220758966,-1142.885954735443,0
-108.26618942731278,1196,-374.8648392418319,-1135.7342789139525,0
-107.91410425844347,1184,-364.1875763852685,-1126.598157821423,0
-107.56201908957416,1172,-353.63689140699637,-1117.374131182567,0
-107.20993392070486,1156,-342.02996414051177,-1104.2425021842078,0
-106.85784875183555,1156,-335.23792871283734,-1106.323429722216,0
-106.50576358296624,1156,-328.433234209957,-1108.362580867104,0
-106.15367841409692,1158,-322.1725668908861,-1112.2809164698176,0
-105.80159324522761,1158,-315.33151027521,-1114.2396683961467,0
-105.4495080763583,1158,-308.4785462798454,-1116.1563450005888,0
-105.09742290748899,1159,-301.87439476537713,-1118.9963582536975,0
-104.74533773861968,1158,-294.7379317017491,-1119.863184329307,0
-104.39325256975037,1154,-286.85649670328246,-1117.7787573125192,0
-104.04116740088106,1154,-279.98232261167726,-1119.5203879452,0
-103.68908223201176,1161,-274.75414706227,-1128.0209034730183,0
-103.33699706314243,1166,-268.9706538683759,-1134.5531223162793,0
-102.98491189427313,1175,-264.0159890167125,-1144.9543910320301,0
-102.63282672540382,1181,-258.28746576876154,-1152.4099032144554,0
-102.28074155653451,1182,-251.41372442188367,-1154.9524402209456,0
-101.9286563876652,1197,-247.4121903707478,-1171.1516588623135,0
-101.57657121879589,1197,-240.21078417518333,-1172.6498962460805,0
-101.22448604992658,1197,-233.0003072685754,-1174.1038526522045,0
-100.87240088105727,1195,-225.40378709713184,-1173.5493738067737,0
-100.52031571218797,1194,-218.00547830908508,-1173.929133903417,0
-100.16823054331866,1194,-210.78755973084944,-1175.2466144017237,0
-99.81614537444935,1194,-203.56168150562107,-1176.519715866506,0
-99.46406020558004,1195,-196.4925454014316,-1178.734779160124,0
-99.11197503671073,1200,-190.0373244657619,-1184.8568754536957,0
-98.75988986784142,1202,-183.05737087244916,-1187.9789556087542,0
-98.4078046989721,1206,-176.33864702499227,-1193.038424178113,0
-98.05571953010279,1215,-170.26531296945524,-1203.0106912240694,0
-97.70363436123348,1217,-163.1376874834274,-1206.016208399605,0
-97.35154919236417,1246,-159.43438161942424,-1235.7575320254502,0
-96.99946402349487,1260,-153.54367380137512,-1250.6095874554844,0
-96.64737885462556,1261,-145.97152895096335,-1252.522779328072,0
-96.29529368575625,1273,-139.58784393635975,-1265.3237664033654,0
-95.94320851688693,1280,-132.53458381026203,-1273.1200195167148,0
-95.59112334801762,1292,-125.87789485577233,-1285.8533180680754,0
-95.23903817914831,1302,-118.88705184162761,-1296.5607848860793,0
-94.886953010279,1306,-111.25819252726679,-1301.2523254909347,0
-94.53486784140969,1318,-104.20867670747246,-1313.8738720664467,0
-94.18278267254038,1330,-97.00820735401294,-1326.4574654718338,0
-93.83069750367108,1343,-89.72379597377308,-1339.9994926999252,0
-93.47861233480177,1348,-81.79117570039783,-1345.5163334488166,0
-93.12652716593246,1362,-74.28500006992697,-1359.9726978011768,0
-92.77444199706315,1364,-66.02336453232928,-1362.401158005905,0
-92.42235682819384,1391,-58.79132235375639,-1389.757022078283,0
-92.07027165932453,1464,-52.887285244695875,-1463.044406386712,0
-91.71818649045522,1474,-44.1957040823591,-1473.3372796955437,0
-91.36610132158592,1481,-35.30808702591622,-1480.5790552991657,0
-91.0140161527166,1488,-26.33313104195224,-1487.7669730873606,0
-90.66193098384728,1491,-17.22495358588215,-1490.9005000247214,0
-90.30984581497798,1526,-8.25230781536321,-1525.9776864081994,0
-89.95776064610867,1528,1.1264656393226877,-1527.9995847758478,0
-89.60567547723936,1951,13.427185687933342,-1950.9537951177886,0
-89.25359030837005,1960,25.532798895388826,-1959.8336858469822,0
-88.90150513950074,1971,37.786391038276825,-1970.6377619066125,0
-88.54941997063143,1977,50.04714814963228,-1976.3664343845978,0
-88.19733480176211,1991,62.63138987786214,-1990.0146504490783,0
-87.8452496328928,1991,74.85886085044741,-1989.592207200303,0
-87.4931644640235,1998,87.38967507559937,-1996.0879351096187,0
-87.14107929515419,2007,100.10289085623046,-2004.5020357291298,0
-85.02856828193833,2024,175.39785388233966,-2016.3857748093417,0
-84.67648311306903,2009,186.39355739958458,-2000.3345824536275,0
-84.32439794419972,1999,197.69314748630237,-1989.200447274472,0
-83.97231277533041,1984,208.3379295538698,-1973.030994969214,0
-83.6202276064611,1983,220.34716671528017,-1970.7196975015368,0
-83.26814243759178,1982,232.3358693408702,-1968.335348414396,0
-82.91605726872247,1978,243.93362323613863,-1962.901013157538,0
-82.56397209985316,1977,255.86163846573615,-1960.3733884037574,0
-82.21188693098385,1976,267.7678053308412,-1957.7733276424788,0
-81.85980176211454,1976,279.7932800307571,-1956.0909284717902,0
-81.50771659324523,1976,291.8081893266109,-1954.3346644425883,0
-70.94516152716594,3581,1169.099713756787,-3384.7846104728437,0
-70.59307635829663,3529,1172.598858985771,-3328.4910869499513,0
