dist,angle,x,y
-609.3729212640465,-1060.3742937426023,-119.885,1223
-605.3100260131703,-1068.4492371694291,-119.5329148311307,1228
-603.6086451685118,-1080.8795508648657,-119.18082966226139,1238
-711.7172285801175,-1293.0717638794208,-118.82874449339208,1476
-705.1882582412255,-1300.0578911874295,-118.47665932452277,1479
-554.3719569709515,-1492.3591167424138,-110.37870044052863,1592
-543.8211066818038,-1491.9794247667687,-110.02661527165932,1588
-530.6024947569367,-1483.9935958614226,-109.67453010279002,1576
-521.4733259002835,-1487.2261328979184,-109.3224449339207,1576
-512.3244654470507,-1490.4025100973206,-108.9703597650514,1576
-506.02961314181556,-1502.0516071771783,-108.61827459618209,1585
-500.23769517555485,-1515.5785193534016,-108.26618942731278,1596
-498.60478152070965,-1542.4118360038233,-107.91410425844347,1621
-675.2895588471483,-2133.688827292308,-107.56201908957416,2238
-666.307507996914,-2151.1713796875742,-107.20993392070486,2252
-2.1784560295351296,-7.697683374066644,-105.80159324522761,8
-1.8647235094636594,-6.74705908031444,-105.4495080763583,7
-645.2164567046062,-2451.513965694985,-104.74533773861968,2535
-232.91554368368773,-907.5898575405811,-104.39325256975037,937
-213.50471741618372,-853.7070549322148,-104.04116740088106,880
-207.5446916224038,-852.0881415554152,-103.68908223201176,877
-202.30468562827247,-853.3474170423473,-103.33699706314243,877
-197.0570403128995,-854.5744688809281,-102.98491189427313,877
-192.45806086071985,-858.6966255958687,-102.63282672540382,880
-187.1777305340589,-859.8630688616178,-102.28074155653451,880
-182.71710633896495,-864.9106653586342,-101.9286563876652,884
-522.965165881811,-2552.987159245853,-101.57657121879589,2606
-508.824396992528,-2563.999557922191,-101.22448604992658,2614
-493.4362402059388,-2569.041976467381,-100.87240088105727,2616
-477.6401434309603,-2572.025640109999,-100.52031571218797,2616
-463.06178322782085,-2581.802235825562,-100.16823054331866,2623
-447.8697967464544,-2588.5404468855204,-99.81614537444935,2627
-432.11917097486383,-2592.230125215737,-99.46406020558004,2628
-416.3401050170734,-2595.8239379731385,-99.11197503671073,2629
-401.5992404248323,-2606.2400215809357,-98.75988986784142,2637
-386.1611664950286,-2612.6156536106105,-98.4078046989721,2641
-370.51974279114376,-2617.9096852645594,-98.05571953010279,2644
-354.96187054734247,-2624.101002335377,-97.70363436123348,2648
-338.8300501831745,-2626.2327004842637,-97.35154919236417,2648
-324.26961586147553,-2641.168343030987,-96.99946402349487,2661
-308.38077170925163,-2646.0909469706453,-96.64737885462556,2664
-292.2243551377838,-2648.929958731319,-96.29529368575625,2665
-276.56240106032027,-2656.643415725895,-95.94320851688693,2671
-260.62180242971436,-2662.273704204413,-95.59112334801762,2675
-244.3485028634374,-2664.8207836829097,-95.23903817914831,2676
-227.96854762861096,-2666.271993119251,-94.886953010279,2676
-211.7381154951527,-2669.616259024237,-94.53486784140969,2678
-202.9878504257278,-2775.587313088807,-94.18278267254038,2783
-188.06588657198154,-2808.7107758378925,-93.83069750367108,2815
-121.42880598299217,-2870.43272784393,-92.42235682819384,2873
-103.75155957839245,-2870.1253655345877,-92.07027165932453,2872
-86.11266087146224,-2870.7087295017645,-91.71818649045522,2872
-68.47051042432909,-2871.1836913026364,-91.36610132158592,2872
-50.84347142710268,-2872.5500763978407,-91.0140161527166,2873
-33.19067179895333,-2872.808274024832,-90.66193098384728,2873
-15.720484154168318,-2906.957493046288,-90.30984581497798,2907
0.048175448393405124,-6.999834221334966,-89.60567547723936,7
179.2076167645421,-3588.528058980948,-87.14107929515419,3593
201.2557624097004,-3587.359072924941,-86.78899412628488,3593
223.2963083424941,-3586.054622935994,-86.43690895741557,3593
249.4934748148505,-3645.472398198183,-86.08482378854626,3654
0.5637484516003667,-6.977262191097465,-85.38065345080764,7
0.8205605879849099,-6.951739373814719,-83.26814243759178,7
0.9485701605849637,-6.935431828692992,-82.21188693098385,7
624.2958358581013,-4364.577380380629,-81.85980176211454,4409
523.659837728827,-3507.1208097739973,-81.50771659324523,3546
537.9749323040911,-3457.39554754911,-81.15563142437591,3499
552.1784100406779,-3410.589978799115,-80.8035462555066,3455
565.8272269667905,-3363.7420455830247,-80.4514610866373,3411
580.2969274833198,-3324.7376552073124,-80.09937591776799,3375
592.7069530321951,-3276.8275004685997,-79.74729074889868,3330
606.3907134494447,-3238.7212449734343,-79.39520558002937,3295
616.9677897244046,-3186.8270656630525,-79.04312041116006,3246
633.0094224947735,-3165.325113007009,-78.69103524229075,3228
643.5550661572912,-3118.2836427790344,-78.33895007342144,3184
658.1257990820586,-3092.7519190168814,-77.98686490455214,3162
671.7647939859174,-3064.2292769244696,-77.63477973568283,3137
685.7387217096059,-3038.5831246730895,-77.28269456681352,3115
704.3978883321878,-3034.3118849111665,-76.93060939794421,3115
716.9955307055502,-3004.6361525063676,-76.5785242290749,3089
727.1125171771057,-2966.179931724367,-76.22643906020559,3054
733.1235289790396,-2913.167673042065,-75.87435389133628,3004
751.0111221424437,-2908.607621254257,-75.52226872246696,3004
760.4240438591518,-2872.036955458773,-75.17018355359765,2971
773.3444549175631,-2849.9381316176423,-74.81809838472834,2953
788.4324532911028,-2836.4608699217715,-74.46601321585904,2944
799.278228261741,-2808.479003629326,-74.11392804698973,2920
807.013820467342,-2770.8707464576373,-73.7618428781204,2886
819.4572004395789,-2750.5253855668607,-73.4097577092511,2870
831.6811821844484,-2730.132306537593,-73.05767254038179,2854
840.7128350178134,-2700.1455384916403,-72.70558737151248,2828
853.651654239888,-2683.4930320784333,-72.35350220264317,2816
863.6367565907739,-2658.224323240115,-72.00141703377386,2795
876.1772737442674,-2641.477311084474,-71.64933186490455,2783
886.3001151890194,-2618.0466202525754,-71.29724669603524,2764
889.3123765075363,-2574.7426079106467,-70.94516152716594,2724
904.7851212859888,-2568.2859817978797,-70.59307635829663,2723
913.7888790625972,-2543.8551225456063,-70.24099118942732,2703
921.8391195326834,-2517.533244606555,-69.88890602055801,2681
929.9502607812988,-2492.1461659527104,-69.5368208516887,2660
939.2059057152434,-2470.4941341095328,-69.1847356828194,2643
946.7864184143269,-2445.092938500737,-68.83265051395009,2622
956.658219824237,-2426.2046596366768,-68.48056534508078,2608
967.0788830632408,-2409.1439213822728,-68.12848017621145,2596
970.1399414310745,-2374.458568608876,-67.77639500734215,2565
978.1863275591588,-2352.754876432376,-67.42430983847284,2548
987.1715667716329,-2333.8055398335223,-67.07222466960353,2534
995.9610620797218,-2314.8351048878258,-66.72013950073422,2520
1004.9557563631727,-2296.761399830754,-66.36805433186491,2507
1011.3272382433279,-2273.1830584418676,-66.01596916299559,2488
1015.7988271328982,-2245.9692212484633,-65.66388399412628,2465
1029.1634641992039,-2238.776130826281,-65.31179882525697,2464
1042.901327319388,-2232.4096446386043,-64.95971365638766,2464
1056.5998089579316,-2225.9588593929725,-64.60762848751835,2464
1100.9888909068995,-2114.5400119410356,-62.495117474302496,2384
1113.9619661188174,-2107.7345036889014,-62.14303230543319,2384
1133.5106365921613,-2113.1866071723134,-61.79094713656388,2398
1155.5586096289705,-2122.8691197792577,-61.43886196769457,2417
1159.3956330173578,-2099.0964165898336,-61.08677679882526,2398
1172.2727044692274,-2091.9322900984157,-60.73469162995595,2398
1129.2602537496937,-1986.4531908155243,-60.38260646108664,2285
1141.445700794633,-1979.4763732203144,-60.03052129221733,2285
1132.3842386583701,-1936.170172282928,-59.67843612334802,2243
1133.5475416527197,-1911.11328047635,-59.32635095447871,2222
829.3156341483997,-1378.8098414781632,-58.974265785609404,1609
837.7727718720921,-1373.6876583524188,-58.62218061674009,1609
846.1982740688466,-1368.5136027686774,-58.27009544787078,1609
1205.670253110719,-1923.3458453340977,-57.91801027900147,2270
1218.5391200898375,-1917.588697508067,-57.56592511013216,2272
1230.841213860302,-1910.9052583168268,-57.213839941262854,2273
