angle,dist,x,y,sample
-119.885,296,-147.48518781206684,-256.64005801129207,0
-119.5329148311307,296,-145.90534828981956,-257.54150993660505,0
-119.18082966226139,297,-144.80756673267203,-259.30632197646617,0
-118.82874449339208,296,-142.7292003114599,-259.3152046804259,0
-118.47665932452277,295,-140.65621107583604,-259.308369100941,0
-118.12457415565346,295,-139.06010369996076,-260.16780653831125,0
-117.77248898678414,299,-139.32259260358052,-264.5566389078466,0
-117.42040381791483,299,-137.69425975390524,-265.407782159499,0
-117.06831864904552,300,-136.5157799671937,-267.13936778383817,0
-116.71623348017621,300,-134.8716292257688,-267.9732143890257,0
-116.3641483113069,300,-133.22238553408022,-268.79694193314197,0
-116.0120631424376,299,-131.1295507994185,-268.71181757999165,0
-115.65997797356829,296,-128.17675035328918,-266.8083969234675,0
-115.30789280469898,296,-126.53479087702802,-267.5910063841959,0
-114.95580763582967,296,-124.88805326173002,-268.36351121658714,0
-114.60372246696036,295,-122.82025982679964,-268.2166731880728,0
-114.25163729809105,296,-121.58049252500165,-269.8780906953694,0
-113.89955212922173,292,-118.2992565410727,-266.96307966052063,0
-113.54746696035242,292,-116.65653303266203,-267.68498893438056,0
-113.19538179148311,297,-116.9787435191838,-272.99262547672055,0
-112.8432966226138,297,-115.29899334316643,-273.70630634688064,0
-112.4912114537445,293,-112.08472244891313,-270.7138987816291,0
-112.13912628487519,296,-111.54963812321994,-274.1763633768941,0
-111.78704111600588,296,-109.86271637527814,-274.8566600078033,0
-111.43495594713657,293,-107.07531179974264,-272.73407855086225,0
-111.08287077826726,296,-106.47649100543363,-276.18609100237074,0
-110.73078560939794,296,-104.77731525236058,-276.8351751647674,0
-110.37870044052863,297,-103.42240654546016,-278.4112171309654,0
-110.02661527165932,298,-102.05207165691282,-279.9810255544692,0
-109.67453010279002,300,-101.00301296134582,-282.4860905827581,0
-109.3224449339207,301,-99.59611110151354,-284.04509264103643,0
-108.9703597650514,303,-98.49892958785301,-286.5431221824163,0
-108.61827459618209,301,-96.0977372591082,-285.2476553692938,0
-108.26618942731278,301,-94.34307409012658,-285.83279093068535,0
-107.91410425844347,301,-92.58484838848464,-286.4071330272368,0
-107.56201908957416,297,-89.61617469955455,-283.15709638329554,0
-107.20993392070486,297,-87.87448040634256,-283.70244217016415,0
-106.85784875183555,301,-87.28946067695851,-288.06518369064617,0
-106.50576358296624,303,-86.08587367267904,-290.51372145565097,0
-106.15367841409692,303,-84.29903952326295,-291.0372346203409,0
-105.80159324522761,306,-83.32594312971871,-294.43638905804914,0
-105.4495080763583,306,-81.51505627083996,-294.9428683680312,0
-105.09742290748899,308,-80.2220134492978,-297.36917889744507,0
-104.74533773861968,306,-77.88411666730158,-295.9223958590396,0
-104.39325256975037,308,-76.56135267297313,-298.3326319343639,0
-104.04116740088106,306,-74.24141310153661,-296.85722591961104,0
-103.68908223201176,306,-72.41582170633474,-297.3078350238963,0
-103.33699706314243,306,-70.58749578363897,-297.7472173488692,0
-102.98491189427313,308,-69.20589329118933,-300.12421484073644,0
-102.63282672540382,308,-67.36032130125194,-300.543818958554,0
-102.28074155653451,310,-65.93760961995257,-302.906308348979,0
-101.9286563876652,312,-64.48839047257587,-305.26258777363563,0
-101.57657121879589,316,-63.41404160347363,-309.57173534984247,0
-101.22448604992658,316,-61.51052389045098,-309.9555701237232,0
-100.87240088105727,313,-59.03881620201027,-307.3815514657073,0
-100.52031571218797,316,-57.696592249305596,-310.6881124903516,0
-100.16823054331866,317,-55.96286133557728,-312.0210860681293,0
-99.46406020558004,8,-1.3154312662857346,-7.891111492285349,0
-99.11197503671073,8,-1.2669154964384128,-7.899045836357971,0
-98.4078046989721,738,-107.90872429887585,-730.0682894224274,0
-98.05571953010279,738,-103.42041232218763,-730.7176050398051,0
-97.70363436123348,736,-98.66009694971451,-729.3573782926123,0
-97.35154919236417,736,-94.17632814758927,-729.9498744548406,0
-96.99946402349487,736,-89.68900310937467,-730.5148066406639,0
-96.64737885462556,742,-85.89284257066994,-737.0118178123944,0
-96.29529368575625,765,-83.88428956112742,-760.3870238009227,0
-95.94320851688693,771,-79.83137821696253,-766.8558867557713,0
-95.59112334801762,771,-75.11753632647094,-767.3319723146177,0
-94.886953010279,915,-77.94888680126272,-911.6737196203716,0
-94.53486784140969,915,-72.34517389024074,-912.1355029899838,0
-94.18278267254038,7,-0.5105695123895417,-6.981355081430704,0
-93.47861233480177,7,-0.424731624556962,-6.9871026217668515,0
-92.77444199706315,7,-0.33882958337705643,-6.991794799150539,0
-90.30984581497798,5387,-29.131836304955186,-5386.921229804043,0
-89.95776064610867,5387,3.9713811511985067,-5386.998536117469,0
-89.60567547723936,5387,37.07444864218191,-5386.872421475923,0
-89.25359030837005,5394,70.267304715167,-5393.542296662562,0
