,angle,dist,x,y
0,-6.0,1815.0,1806.0,-184.0
1,-5.0,1808.0,1800.0,-172.0
2,-5.0,1800.0,1793.0,-160.0
3,-5.0,1799.0,1793.0,-149.0
4,-4.0,1799.0,1794.0,-138.0
5,-4.0,1801.0,1797.0,-127.0
6,-4.0,1811.0,1807.0,-117.0
7,-3.0,1813.0,1810.0,-106.0
