angle,dist,x,y,sample
-119.885,275,-137.02171164972427,-238.43248632805853,0
-119.5329148311307,276,-136.04687881077768,-240.14005656251013,0
-119.18082966226139,278,-135.54378300229908,-242.71770205204578,0
-118.82874449339208,276,-133.08533542555045,-241.79390706688358,0
-118.47665932452277,276,-131.59699748112118,-242.607152107999,0
-118.12457415565346,275,-129.63230005928546,-242.5293111797817,0
-117.77248898678414,275,-128.13950824744026,-243.3213234102268,0
-117.42040381791483,270,-124.33929810553316,-239.66589024436362,0
-117.06831864904552,270,-122.86420197047433,-240.42543100545436,0
-116.71623348017621,275,-123.63232679028806,-245.64211318994023,0
-116.3641483113069,275,-122.12052007290686,-246.3971967720468,0
-116.0120631424376,275,-120.60410190581969,-247.1429760351094,0
-115.65997797356829,275,-119.08312955119771,-247.8794228174107,0
-115.30789280469898,275,-117.55766044318482,-248.6065093096415,0
-114.95580763582967,275,-116.02775218572891,-249.32420805595086,0
-114.60372246696036,275,-114.49346255040645,-250.03249195498307,0
-114.25163729809105,274,-112.54410456706233,-249.81958395449732,0
-113.89955212922173,272,-110.19656773688963,-248.6779372180192,0
-113.54746696035242,272,-108.66635953727422,-249.35040065120378,0
-113.19538179148311,267,-105.16270882027634,-245.41761280230432,0
-112.8432966226138,267,-103.65263037921022,-246.05920469568056,0
-112.4912114537445,272,-104.05134643721628,-251.31119613857717,0
-112.13912628487519,272,-102.5050728699859,-251.9458474274162,0
-111.78704111600588,268,-99.47029725869777,-248.85670568274085,0
-111.43495594713657,272,-99.40097204617746,-253.18658486632947,0
-111.08287077826726,272,-97.84326200499306,-253.79262416434068,0
-110.73078560939794,268,-94.86594759335351,-250.64806400053266,0
-110.37870044052863,271,-94.36859317784413,-254.0385179881873,0
-110.02661527165932,272,-93.14819963315533,-255.55315084166315,0
-109.67453010279002,273,-91.9127417948247,-257.06234243030985,0
-109.3224449339207,271,-89.66958840036601,-255.73495051734508,0
-108.9703597650514,271,-88.096402370654,-256.2811422819631,0
-108.61827459618209,271,-86.51988969175522,-256.8176564952778,0
-108.26618942731278,271,-84.94010989509735,-257.3444728977267,0
-107.91410425844347,271,-83.35712263547953,-257.86157159595075,0
-107.56201908957416,272,-82.0727256507705,-259.32232396045924,0
-107.20993392070486,274,-81.06938596410055,-261.7322193758416,0
-106.85784875183555,274,-79.45950905477287,-262.2254496054387,0
-106.50576358296624,274,-77.84663163800019,-262.7087778179814,0
-106.15367841409692,275,-76.50902927028815,-264.1427046884282,0
-105.80159324522761,275,-74.88442601527008,-264.6078659835409,0
-105.4495080763583,283,-75.38810759688795,-272.77395996128377,0
-105.09742290748899,284,-73.97094746623564,-274.19755456777403,0
-104.74533773861968,284,-72.28460501148251,-274.64692949008906,0
-104.39325256975037,286,-71.09268462490363,-277.02315822476646,0
-104.04116740088106,288,-69.8742711543874,-279.39503615963395,0
-103.68908223201176,288,-68.15606748831505,-279.81913884602005,0
-103.33699706314243,288,-66.43529014930726,-280.2326751518769,0
-102.98491189427313,286,-64.26261519896153,-278.68677092354096,0
-102.63282672540382,288,-62.986274463508316,-281.0279865586479,0
-102.28074155653451,294,-62.534378155696956,-287.27243436967683,0
-101.9286563876652,294,-60.76790640685034,-287.65128463284896,0
-101.57657121879589,294,-58.99913997285205,-288.0192727621952,0
-101.22448604992658,300,-58.39606698460537,-294.2616172060663,0
-100.87240088105727,497,-93.74534074248913,-488.0786935413946,0
-100.52031571218797,7,-1.2780890688137316,-6.882331605798927,0
-98.4078046989721,747,-109.22468435130118,-738.9715612446521,0
-98.05571953010279,742,-103.98095656241628,-734.6781340644111,0
-97.70363436123348,742,-99.46439121832633,-735.3032264852152,0
-97.35154919236417,742,-94.94406995314027,-735.9005527792008,0
-96.99946402349487,747,-91.02946375367239,-741.4328268486086,0
-96.64737885462556,7,-0.8103098355723579,-6.952941677475419,0
-96.29529368575625,783,-85.85803755080101,-778.2784831844738,0
-95.94320851688693,783,-81.07388994018373,-778.7913869387404,0
-95.59112334801762,783,-76.28668086073509,-779.2748823895535,0
-95.23903817914831,783,-71.49659108448112,-779.7289512794164,0
-94.886953010279,783,-66.7038014922281,-780.1535764620229,0
-94.53486784140969,855,-67.60122806137251,-852.3233388594931,0
-94.18278267254038,927,-67.61399114072931,-924.5308800694661,0
-93.47861233480177,7,-0.424731624556962,-6.9871026217668515,0
-92.77444199706315,969,-46.903695184623956,-967.8641657681246,0
-90.30984581497798,5387,-29.131836304955186,-5386.921229804043,0
-89.95776064610867,5387,3.9713811511985067,-5386.998536117469,0
-89.60567547723936,5387,37.07444864218191,-5386.872421475923,0
-89.25359030837005,5390,70.21519696231927,-5389.542636079201,0
-88.90150513950074,5396,103.44767429860057,-5395.008302003085,0
-88.54941997063143,5400,136.6993424420912,-5398.269471763697,0
-81.85980176211454,7,0.9911705264247469,-6.929471912602495,0
-80.8035462555066,7,1.1187406281576688,-6.91002311189401,0
-77.98686490455214,5002,1041.0959035447368,-4892.455755509943,0
-77.63477973568283,5002,1071.1404206303982,-4885.965840986993,0
-77.28269456681352,5002,1101.1444898848952,-4879.291425237494,0
-76.93060939794421,5008,1132.463763970336,-4878.277341776925,0
-76.5785242290749,5026,1166.5974546215912,-4888.734639850114,0
-76.22643906020559,5053,1203.0450390621857,-4907.697182384816,0
-75.87435389133628,5063,1235.6206482093469,-4909.909430296929,0
-75.52226872246696,5097,1274.2688713582008,-4935.144156302579,0
-75.17018355359765,5097,1304.5713064793324,-4927.220586325602,0
-74.81809838472834,5116,1339.8002815300551,-4937.447843330801,0
-74.46601321585904,5116,1370.115635542555,-4929.121538899383,0
-74.11392804698973,5116,1400.3792519818726,-4920.609103619052,0
-73.7618428781204,5123,1432.54740202848,-4918.631612648121,0
-73.4097577092511,5153,1471.3111337509233,-4938.4868682320675,0
-73.05767254038179,5169,1506.2929329752676,-4944.65798615726,0
-54.74924375917769,7,4.040091781256193,-5.716437561893434,0
-54.39715859030838,4810,2800.2054378745265,-3910.8757977846763,0
-54.04507342143906,1539,903.6217466568747,-1245.788400559573,0
-53.69298825256975,1538,910.6679519694459,-1239.4062615848666,0
-53.34090308370044,1538,918.2669177596157,-1233.786799957049,0
-52.98881791483113,1538,925.8312084460005,-1228.120748732558,0
-52.63673274596182,1543,936.3948704392867,-1226.3823411216388,0
-52.284647577092514,1552,949.4189696484966,-1227.7245701180648,0
-51.932562408223205,1559,961.2615395233557,-1227.3782027692964,0
-51.5804772393539,1574,978.1068592238431,-1233.2002967641831,0
-51.22839207048459,1580,989.4237212929518,-1231.8444300084354,0
-50.87630690161528,1589,1002.6537026061724,-1232.7232262962084,0
-50.52422173274597,1591,1011.4813682607886,-1228.0824246203035,0
-50.17213656387665,1602,1026.0541612791728,-1230.2913712294715,0
-49.82005139500734,1610,1038.75646021394,-1230.075207604724,0
-49.46796622613803,1629,1058.6432568404343,-1238.1096295345894,0
-49.11588105726872,1630,1066.8859922193228,-1232.3369180569862,0
-48.763795888399414,1643,1083.0077092827182,-1235.533610078738,0
-48.411710719530106,1652,1096.5535839052093,-1235.5865965704877,0
-48.0596255506608,1667,1114.1509213930374,-1239.9825500219936,0
-47.70754038179149,1673,1125.7870775855297,-1237.5509912490204,0
-47.35545521292218,1687,1142.8548537656513,-1240.9076449213662,0
-41.722092511013216,7,5.224671358009767,-4.6586273945007,0
-40.31375183553598,1653,1260.434102403542,-1069.4460591811899,0
-39.96166666666667,1653,1266.9820577582689,-1061.6804911641839,0
-39.609581497797365,1653,1273.4821700147675,-1053.8748325368053,0
-39.257496328928056,1653,1279.9341937192776,-1046.0293780521572,0
-38.90541116005873,1654,1287.116069072552,-1038.772460520215,0
-38.553325991189425,1656,1295.039088050407,-1032.0899962801552,0
