,angle,dist,x,y
0,-6.0,2107.0,2095.0,-226.0
1,-6.0,2106.0,2095.0,-213.0
2,-5.0,2106.0,2096.0,-200.0
3,-5.0,2110.0,2102.0,-188.0
4,-5.0,2109.0,2102.0,-175.0
5,-4.0,2111.0,2105.0,-162.0
6,-4.0,2113.0,2108.0,-149.0
