,angle,dist,x,y
0,-4.0,3020.0,3012.0,-213.0
1,-4.0,2990.0,2984.0,-193.0
2,-3.0,2988.0,2983.0,-174.0
3,-3.0,2985.0,2981.0,-156.0
4,-3.0,2988.0,2985.0,-138.0
5,-2.0,2990.0,2988.0,-119.0
6,-2.0,2991.0,2989.0,-101.0
